Nama_Variety,Gred,Unit,Harga_Tinggi,Harga_Purata,Harga_Rendah,Tarikh
KACANG BENDI, F.A.Q, KILOGRAM, 6.00, 5.00, 5.00,2021-05-04
KACANG BUNCIS, F.A.Q, KILOGRAM, 14.00, 13.00, 13.00,2021-05-04
KACANG PANJANG HIJAU, F.A.Q, KILOGRAM, 6.00, 5.00, 5.00,2021-05-04
KANGKUNG, F.A.Q, KILOGRAM, 2.00, 2.00, 2.00,2021-05-04
KELAPA DIKUPAS, BESAR, BIJI, 2.80, 2.80, 2.70,2021-05-04
KELAPA DIKUPAS, KECIL, BIJI, 2.10, 2.00, 2.00,2021-05-04
KELAPA DIKUPAS, SEDANG, BIJI, 2.50, 2.50, 2.50,2021-05-04
KELAPA PARUT, F.A.Q, KILOGRAM, 7.50, 7.50, 7.50,2021-05-04
KETOLA / PETOLA SEGI, F.A.Q, KILOGRAM, 6.00, 5.00, 5.00,2021-05-04
KUBIS BULAT (CHINA), F.A.Q, KILOGRAM, 3.00, 2.50, 2.50,2021-05-04
PISANG BERANGAN, F.A.Q, KILOGRAM, 5.00, 5.00, 4.50,2021-05-04
PISANG MAS, F.A.Q, KILOGRAM, 4.50, 4.50, 4.00,2021-05-04
SANTAN BIASA, F.A.Q, KILOGRAM, 8.00, 8.00, 8.00,2021-05-04
SAWI HIJAU, F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-05-04
TELUR AYAM, A, BIJI, .36, .36, .36,2021-05-04
TELUR AYAM, B, BIJI, .35, .35, .35,2021-05-04
TELUR AYAM, C, BIJI, .34, .34, .34,2021-05-04
TEMBIKAI MERAH TANPA BIJI, F.A.Q, KILOGRAM, 3.00, 3.00, 2.80,2021-05-04
TERUNG PANJANG / PEPARU (TANAH RENDAH), F.A.Q, KILOGRAM, 7.00, 6.00, 6.00,2021-05-04
TIMUN HIJAU , F.A.Q, KILOGRAM, 4.50, 4.00, 4.00,2021-05-04
TOMATO (TANAH TINGGI), F.A.Q, KILOGRAM, 3.00, 2.50, 2.50,2021-05-04
UBI KENTANG HOLLAND, F.A.Q, KILOGRAM, 3.00, 3.00, 3.00,2021-05-04
Pusat : KUALA KANGSAR, PERAK],,,,,2021-05-04
Nama Varieti, Gred, Unit, Harga],,,2021-05-04
Tinggi, Purata, Rendah],,,,2021-05-04
AYAM PROSES STANDARD, F.A.Q, KILOGRAM, 7.90, 7.90, 7.90,2021-05-04
BAWANG BESAR KUNING / HOLLAND, F.A.Q, KILOGRAM, 4.00, 3.50, 3.50,2021-05-04
BAWANG BESAR MERAH (INDIA), F.A.Q, KILOGRAM, 3.00, 3.00, 2.50,2021-05-04
CILI MERAH KULAI / KULAI HIBRID, F.A.Q, KILOGRAM, 13.00, 13.00, 12.00,2021-05-04
DAGING LEMBU PEJAL, F.A.Q, KILOGRAM, 34.00, 34.00, 34.00,2021-05-04
KACANG PANJANG HIJAU, F.A.Q, KILOGRAM, 6.00, 5.00, 5.00,2021-05-04
KELAPA DIKUPAS, SEDANG, BIJI, 2.20, 2.20, 2.00,2021-05-04
KUBIS BULAT (CHINA), F.A.Q, KILOGRAM, 4.50, 4.00, 4.00,2021-05-04
KUBIS BULAT (TANAH TINGGI), F.A.Q, KILOGRAM, 5.00, 4.00, 4.00,2021-05-04
SAWI HIJAU, F.A.Q, KILOGRAM, 6.00, 5.00, 5.00,2021-05-04
TELUR AYAM, A, BIJI, .36, .36, .36,2021-05-04
TELUR AYAM, B, BIJI, .35, .35, .35,2021-05-04
TELUR AYAM, C, BIJI, .34, .34, .34,2021-05-04
TOMATO (TANAH TINGGI), F.A.Q, KILOGRAM, 4.00, 3.00, 3.00,2021-05-04
UBI KENTANG HOLLAND, F.A.Q, KILOGRAM, 3.50, 3.00, 3.00,2021-05-04
Pusat : HULU PERAK, PERAK],,,,,2021-05-04
Nama Varieti, Gred, Unit, Harga],,,2021-05-04
Tinggi, Purata, Rendah],,,,2021-05-04
AYAM PROSES STANDARD, F.A.Q, KILOGRAM, 7.90, 7.90, 7.90,2021-05-04
BAWANG BESAR KUNING / HOLLAND, F.A.Q, KILOGRAM, 4.00, 4.00, 3.50,2021-05-04
BAWANG BESAR MERAH (INDIA), F.A.Q, KILOGRAM, 3.50, 3.00, 3.00,2021-05-04
BAWANG MERAH / KECIL (INDIA), F.A.Q, KILOGRAM, 9.00, 8.00, 8.00,2021-05-04
CILI MERAH KULAI / KULAI HIBRID, F.A.Q, KILOGRAM, 13.00, 12.00, 12.00,2021-05-04
DAGING LEMBU PEJAL, F.A.Q, KILOGRAM, 34.00, 34.00, 34.00,2021-05-04
KACANG PANJANG HIJAU, F.A.Q, KILOGRAM, 6.00, 5.00, 5.00,2021-05-04
KELAPA DIKUPAS, SEDANG, BIJI, 2.20, 2.20, 2.20,2021-05-04
KUBIS BULAT (CHINA), F.A.Q, KILOGRAM, 4.50, 4.00, 4.00,2021-05-04
KUBIS BULAT (TANAH TINGGI), F.A.Q, KILOGRAM, 4.50, 4.00, 4.00,2021-05-04
SAWI HIJAU, F.A.Q, KILOGRAM, 6.00, 5.00, 5.00,2021-05-04
TELUR AYAM, A, BIJI, .36, .36, .36,2021-05-04
TELUR AYAM, B, BIJI, .35, .35, .35,2021-05-04
TELUR AYAM, C, BIJI, .34, .34, .34,2021-05-04
TOMATO (TANAH TINGGI), F.A.Q, KILOGRAM, 4.00, 3.25, 3.00,2021-05-04
UBI KENTANG HOLLAND, F.A.Q, KILOGRAM, 4.00, 3.50, 3.50,2021-05-04
Pusat : PERLIS, PERLIS],,,,,2021-05-04
Nama Varieti, Gred, Unit, Harga],,,2021-05-04
Tinggi, Purata, Rendah],,,,2021-05-04
AYAM PROSES STANDARD, F.A.Q, KILOGRAM, 7.90, 7.90, 7.90,2021-05-04
AYAM PROSES SUPER, F.A.Q, KILOGRAM, 8.70, 8.70, 8.70,2021-05-04
BAWANG BESAR KUNING / HOLLAND, F.A.Q, KILOGRAM, 6.00, 6.00, 6.00,2021-05-04
BAWANG BESAR MERAH (IMPORT), F.A.Q, KILOGRAM, 4.00, 4.00, 4.00,2021-05-04
BAWANG BESAR MERAH (INDIA), F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-05-04
BAWANG MERAH / KECIL (INDIA), F.A.Q, KILOGRAM, 8.00, 8.00, 8.00,2021-05-04
BAWANG MERAH ROSE, F.A.Q, KILOGRAM, 10.00, 9.00, 9.00,2021-05-04
BAWANG PUTIH (CHINA), F.A.Q, KILOGRAM, 7.00, 7.00, 7.00,2021-05-04
BAYAM , F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-05-04
BELIMBING (B10), F.A.Q, KILOGRAM, 8.00, 8.00, 8.00,2021-05-04
BETIK SEKAKI, F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-05-04
BUNGA KANTAN, F.A.Q, TANGKAI, 1.50, 1.50, 1.50,2021-05-04
CILI HIJAU (IMPORT), F.A.Q, KILOGRAM, 10.00, 10.00, 10.00,2021-05-04
CILI MERAH (THAILAND), F.A.Q, KILOGRAM, 10.00, 10.00, 10.00,2021-05-04
CILI MERAH KULAI / KULAI HIBRID, F.A.Q, KILOGRAM, 15.00, 12.00, 10.00,2021-05-04
DAGING LEMBU PEJAL, F.A.Q, KILOGRAM, 34.00, 34.00, 34.00,2021-05-04
DAGING PEJAL (INDIA), F.A.Q, KILOGRAM, 20.00, 19.00, 18.00,2021-05-04
DAUN SUP (TANAH TINGGI), F.A.Q, KILOGRAM, 7.00, 7.00, 7.00,2021-05-04
KACANG BENDI, F.A.Q, KILOGRAM, 7.00, 7.00, 7.00,2021-05-04
KACANG BUNCIS, F.A.Q, KILOGRAM, 13.00, 13.00, 13.00,2021-05-04
KACANG PANJANG HIJAU, F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-05-04
KANGKUNG, F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-05-04
KELAPA DIKUPAS, BESAR, BIJI, 2.60, 2.60, 2.50,2021-05-04
KELAPA DIKUPAS, KECIL, BIJI, 2.30, 2.30, 2.20,2021-05-04
KELAPA DIKUPAS, SEDANG, BIJI, 2.00, 2.00, 2.00,2021-05-04
KELAPA DIKUPAS, TIDAK DIGRED, BIJI, 2.40, 2.40, 2.30,2021-05-04
KELAPA PARUT, F.A.Q, KILOGRAM, 7.00, 7.00, 6.00,2021-05-04
KETOLA / PETOLA SEGI, F.A.Q, KILOGRAM, 4.50, 4.50, 4.00,2021-05-04
KUBIS BULAT (CHINA), F.A.Q, KILOGRAM, 3.50, 3.50, 3.50,2021-05-04
KUBIS BULAT (TANAH TINGGI), F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-05-04
PISANG BERANGAN, F.A.Q, KILOGRAM, 6.00, 6.00, 6.00,2021-05-04
PISANG MAS, F.A.Q, KILOGRAM, 6.00, 6.00, 6.00,2021-05-04
SANTAN PEKAT, F.A.Q, KILOGRAM, 10.00, 10.00, 10.00,2021-05-04
SAWI HIJAU, F.A.Q, KILOGRAM, 5.50, 5.50, 5.50,2021-05-04
TELUR AYAM, A, BIJI, .36, .36, .36,2021-05-04
TELUR AYAM, B, BIJI, .29, .29, .29,2021-05-04
TELUR AYAM, C, BIJI, .26, .26, .26,2021-05-04
TEMBIKAI MERAH, F.A.Q, KILOGRAM, 3.00, 3.00, 3.00,2021-05-04
TERUNG PANJANG / PEPARU (TANAH RENDAH), F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-05-04
TIMUN HIJAU , F.A.Q, KILOGRAM, 3.50, 3.50, 3.50,2021-05-04
TOMATO (TANAH TINGGI), F.A.Q, KILOGRAM, 4.00, 4.00, 3.50,2021-05-04
UBI KENTANG HOLLAND, F.A.Q, KILOGRAM, 3.00, 3.00, 3.00,2021-05-04
Pusat : GOMBAK, SELANGOR],,,,,2021-05-04
Nama Varieti, Gred, Unit, Harga],,,2021-05-04
Tinggi, Purata, Rendah],,,,2021-05-04
AYAM HIDUP, F.A.Q, KILOGRAM, 6.80, 6.80, 6.80,2021-05-04
AYAM PROSES STANDARD, F.A.Q, KILOGRAM, 7.90, 7.90, 7.90,2021-05-04
BAWANG BESAR KUNING / HOLLAND, F.A.Q, KILOGRAM, 4.00, 4.00, 4.00,2021-05-04
BAWANG BESAR MERAH (INDIA), F.A.Q, KILOGRAM, 4.00, 3.75, 3.50,2021-05-04
BAWANG MERAH / KECIL (INDIA), F.A.Q, KILOGRAM, 8.80, 7.40, 6.00,2021-05-04
BAWANG MERAH / KECIL (THAI), F.A.Q, KILOGRAM, 9.80, 9.40, 9.00,2021-05-04
BAWANG MERAH ROSE, F.A.Q, KILOGRAM, 9.80, 7.90, 6.00,2021-05-04
BAWANG PUTIH (CHINA), F.A.Q, KILOGRAM, 8.00, 8.00, 8.00,2021-05-04
BAYAM , F.A.Q, KILOGRAM, 3.50, 3.50, 3.50,2021-05-04
BELIMBING (B10), F.A.Q, KILOGRAM, 7.00, 7.00, 7.00,2021-05-04
BETIK SEKAKI, F.A.Q, KILOGRAM, 4.00, 4.00, 4.00,2021-05-04
BUNGA KANTAN, F.A.Q, TANGKAI, 1.10, 1.05, 1.00,2021-05-04
CILI HIJAU, F.A.Q, KILOGRAM, 9.00, 8.50, 8.00,2021-05-04
CILI MERAH (THAILAND), F.A.Q, KILOGRAM, 6.00, 6.00, 6.00,2021-05-04
CILI MERAH KULAI / KULAI HIBRID, F.A.Q, KILOGRAM, 9.00, 8.50, 8.00,2021-05-04
CILI MERAH MINYAK, F.A.Q, KILOGRAM, 7.00, 7.00, 7.00,2021-05-04
DAUN BAWANG, F.A.Q, KILOGRAM, 23.00, 22.50, 22.00,2021-05-04
DAUN SUP (TANAH TINGGI), F.A.Q, KILOGRAM, 9.00, 8.50, 8.00,2021-05-04
KACANG BENDI, F.A.Q, KILOGRAM, 6.00, 5.50, 5.00,2021-05-04
KACANG BUNCIS, F.A.Q, KILOGRAM, 12.00, 11.00, 10.00,2021-05-04
KACANG PANJANG HIJAU, F.A.Q, KILOGRAM, 6.00, 5.50, 5.00,2021-05-04
KANGKUNG, F.A.Q, KILOGRAM, 3.50, 3.50, 3.50,2021-05-04
KELAPA DIKUPAS, SEDANG, BIJI, 2.30, 2.30, 2.30,2021-05-04
KELAPA PARUT, F.A.Q, KILOGRAM, 7.00, 7.00, 7.00,2021-05-04
KETOLA / PETOLA SEGI, F.A.Q, KILOGRAM, 6.00, 5.50, 5.00,2021-05-04
KUBIS BULAT (CHINA), F.A.Q, KILOGRAM, 2.80, 2.55, 2.30,2021-05-04
KUBIS BULAT (INDONESIA), F.A.Q, KILOGRAM, 2.50, 2.35, 2.20,2021-05-04
KUBIS BULAT (TANAH TINGGI), F.A.Q, KILOGRAM, 3.50, 3.25, 3.00,2021-05-04
PISANG BERANGAN, F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-05-04
PISANG MAS, F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-05-04
SANTAN BIASA, F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-05-04
SANTAN PEKAT, F.A.Q, KILOGRAM, 12.00, 12.00, 12.00,2021-05-04
SAWI HIJAU, F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-05-04
TELUR AYAM, A, BIJI, .38, .38, .38,2021-05-04
TELUR AYAM, B, BIJI, .34, .34, .34,2021-05-04
TELUR AYAM, C, BIJI, .28, .28, .28,2021-05-04
TEMBIKAI MERAH TANPA BIJI, F.A.Q, KILOGRAM, 2.50, 2.50, 2.50,2021-05-04
TERUNG PANJANG / PEPARU (TANAH RENDAH), F.A.Q, KILOGRAM, 7.00, 6.50, 6.00,2021-05-04
TIMUN HIJAU , F.A.Q, KILOGRAM, 3.00, 2.50, 2.00,2021-05-04
TOMATO (TANAH TINGGI), F.A.Q, KILOGRAM, 2.00, 2.00, 2.00,2021-05-04
UBI KENTANG HOLLAND, F.A.Q, KILOGRAM, 4.00, 3.50, 3.00,2021-05-04
Pusat : KLANG, SELANGOR],,,,,2021-05-04
Nama Varieti, Gred, Unit, Harga],,,2021-05-04
Tinggi, Purata, Rendah],,,,2021-05-04
AYAM HIDUP, F.A.Q, KILOGRAM, 7.00, 7.00, 7.00,2021-05-04
AYAM PROSES STANDARD, F.A.Q, KILOGRAM, 7.90, 7.90, 7.90,2021-05-04
BAWANG BESAR KUNING / HOLLAND, F.A.Q, KILOGRAM, 4.50, 4.50, 4.50,2021-05-04
BAWANG BESAR MERAH (IMPORT), F.A.Q, KILOGRAM, 4.00, 4.00, 4.00,2021-05-04
BAWANG BESAR MERAH (INDIA), F.A.Q, KILOGRAM, 4.00, 4.00, 4.00,2021-05-04
BAWANG MERAH / KECIL (INDIA), F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-05-04
BAWANG MERAH / KECIL (THAI), F.A.Q, KILOGRAM, 10.00, 10.00, 10.00,2021-05-04
BAWANG MERAH ROSE, F.A.Q, KILOGRAM, 8.00, 8.00, 8.00,2021-05-04
BAWANG PUTIH (CHINA), F.A.Q, KILOGRAM, 8.00, 8.00, 8.00,2021-05-04
BAYAM , F.A.Q, KILOGRAM, 3.00, 2.75, 2.50,2021-05-04
BELIMBING (B10), F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-05-04
BETIK SEKAKI, F.A.Q, KILOGRAM, 3.50, 3.50, 3.50,2021-05-04
BUNGA KANTAN, F.A.Q, TANGKAI, 1.50, 1.50, 1.50,2021-05-04
CILI HIJAU, F.A.Q, KILOGRAM, 9.00, 8.50, 8.00,2021-05-04
CILI MERAH (IMPORT), F.A.Q, KILOGRAM, 10.00, 9.50, 9.00,2021-05-04
CILI MERAH KULAI / KULAI HIBRID, F.A.Q, KILOGRAM, 12.00, 11.50, 11.00,2021-05-04
DAGING LEMBU PEJAL, F.A.Q, KILOGRAM, 34.00, 34.00, 34.00,2021-05-04
DAGING PEJAL (INDIA), F.A.Q, KILOGRAM, 20.00, 20.00, 20.00,2021-05-04
DAUN BAWANG, F.A.Q, KILOGRAM, 18.00, 18.00, 18.00,2021-05-04
DAUN SUP (TANAH TINGGI), F.A.Q, KILOGRAM, 8.00, 8.00, 8.00,2021-05-04
KACANG BENDI, F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-05-04
KACANG BUNCIS, F.A.Q, KILOGRAM, 11.00, 10.50, 10.00,2021-05-04
KACANG PANJANG HIJAU, F.A.Q, KILOGRAM, 6.00, 5.50, 5.00,2021-05-04
KANGKUNG, F.A.Q, KILOGRAM, 2.50, 2.50, 2.50,2021-05-04
KELAPA DIKUPAS, BESAR, BIJI, 2.20, 2.10, 2.00,2021-05-04
KELAPA DIKUPAS, KECIL, BIJI, 2.00, 1.90, 1.80,2021-05-04
KELAPA DIKUPAS, SEDANG, BIJI, 2.50, 2.50, 2.50,2021-05-04
KELAPA PARUT, F.A.Q, KILOGRAM, 8.00, 8.00, 8.00,2021-05-04
KETOLA / PETOLA SEGI, F.A.Q, KILOGRAM, 6.00, 6.00, 6.00,2021-05-04
KUBIS BULAT (CHINA), F.A.Q, KILOGRAM, 3.00, 3.00, 3.00,2021-05-04
KUBIS BULAT (TANAH TINGGI), F.A.Q, KILOGRAM, 4.00, 4.00, 4.00,2021-05-04
PISANG BERANGAN, F.A.Q, KILOGRAM, 4.00, 3.75, 3.50,2021-05-04
PISANG MAS, F.A.Q, KILOGRAM, 4.50, 4.50, 4.50,2021-05-04
SANTAN BIASA, F.A.Q, KILOGRAM, 8.00, 8.00, 8.00,2021-05-04
SANTAN PEKAT, F.A.Q, KILOGRAM, 15.00, 15.00, 15.00,2021-05-04
SAWI HIJAU, F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-05-04
TELUR AYAM, A, BIJI, .36, .36, .36,2021-05-04
TELUR AYAM, B, BIJI, .35, .35, .35,2021-05-04
TELUR AYAM, C, BIJI, .33, .33, .33,2021-05-04
TEMBIKAI MERAH TANPA BIJI, F.A.Q, KILOGRAM, 3.50, 3.50, 3.50,2021-05-04
TERUNG PANJANG / PEPARU (TANAH RENDAH), F.A.Q, KILOGRAM, 6.00, 6.00, 6.00,2021-05-04
TIMUN HIJAU , F.A.Q, KILOGRAM, 2.50, 2.50, 2.50,2021-05-04
TOMATO (TANAH TINGGI), F.A.Q, KILOGRAM, 2.50, 2.50, 2.50,2021-05-04
UBI KENTANG HOLLAND, F.A.Q, KILOGRAM, 3.80, 3.80, 3.80,2021-05-04
Pusat : PETALING, SELANGOR],,,,,2021-05-04
Nama Varieti, Gred, Unit, Harga],,,2021-05-04
Tinggi, Purata, Rendah],,,,2021-05-04
AYAM PROSES STANDARD, F.A.Q, KILOGRAM, 7.90, 7.90, 7.90,2021-05-04
AYAM PROSES SUPER, F.A.Q, KILOGRAM, 8.70, 8.70, 8.70,2021-05-04
BAWANG BESAR KUNING / HOLLAND, F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-05-04
BAWANG BESAR MERAH (INDIA), F.A.Q, KILOGRAM, 4.00, 4.00, 4.00,2021-05-04
BAWANG MERAH / KECIL (INDIA), F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-05-04
BAWANG MERAH / KECIL (THAI), F.A.Q, KILOGRAM, 10.00, 10.00, 10.00,2021-05-04
BAWANG MERAH ROSE, F.A.Q, KILOGRAM, 8.00, 8.00, 8.00,2021-05-04
BAWANG PUTIH (CHINA), F.A.Q, KILOGRAM, 8.00, 8.00, 8.00,2021-05-04
BAYAM , F.A.Q, KILOGRAM, 4.00, 4.00, 4.00,2021-05-04
BUNGA KANTAN, F.A.Q, TANGKAI, 1.20, 1.20, 1.20,2021-05-04
CILI HIJAU, F.A.Q, KILOGRAM, 8.00, 8.00, 8.00,2021-05-04
CILI MERAH KULAI / KULAI HIBRID, F.A.Q, KILOGRAM, 10.00, 10.00, 10.00,2021-05-04
CILI MERAH MINYAK, F.A.Q, KILOGRAM, 9.00, 9.00, 9.00,2021-05-04
DAGING LEMBU PEJAL, F.A.Q, KILOGRAM, 34.00, 34.00, 34.00,2021-05-04
DAGING PEJAL (INDIA), F.A.Q, KILOGRAM, 20.00, 20.00, 20.00,2021-05-04
DAUN BAWANG, F.A.Q, KILOGRAM, 15.00, 15.00, 15.00,2021-05-04
DAUN SUP (TANAH TINGGI), F.A.Q, KILOGRAM, 8.00, 8.00, 8.00,2021-05-04
KACANG BENDI, F.A.Q, KILOGRAM, 6.00, 6.00, 6.00,2021-05-04
KACANG BUNCIS, F.A.Q, KILOGRAM, 12.00, 12.00, 12.00,2021-05-04
KACANG PANJANG HIJAU, F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-05-04
KANGKUNG, F.A.Q, KILOGRAM, 4.00, 4.00, 4.00,2021-05-04
KELAPA DIKUPAS, SEDANG, BIJI, 2.00, 2.00, 2.00,2021-05-04
KELAPA PARUT, F.A.Q, KILOGRAM, 10.00, 9.00, 8.00,2021-05-04
KETOLA / PETOLA SEGI, F.A.Q, KILOGRAM, 6.00, 6.00, 6.00,2021-05-04
KUBIS BULAT (CHINA), F.A.Q, KILOGRAM, 2.60, 2.60, 2.60,2021-05-04
KUBIS BULAT (TANAH TINGGI), F.A.Q, KILOGRAM, 3.00, 3.00, 3.00,2021-05-04
PISANG BERANGAN, F.A.Q, KILOGRAM, 3.50, 3.50, 3.50,2021-05-04
PISANG MAS, F.A.Q, KILOGRAM, 3.50, 3.50, 3.50,2021-05-04
SANTAN BIASA, F.A.Q, KILOGRAM, 4.00, 4.00, 4.00,2021-05-04
SANTAN PEKAT, F.A.Q, KILOGRAM, 12.00, 11.00, 10.00,2021-05-04
SAWI HIJAU, F.A.Q, KILOGRAM, 5.50, 5.50, 5.50,2021-05-04
TELUR AYAM, A, BIJI, .34, .34, .34,2021-05-04
TELUR AYAM, B, BIJI, .33, .33, .33,2021-05-04
TELUR AYAM, C, BIJI, .27, .27, .27,2021-05-04
TEMBIKAI MERAH, F.A.Q, KILOGRAM, 2.50, 2.50, 2.50,2021-05-04
TEMBIKAI MERAH TANPA BIJI, F.A.Q, KILOGRAM, 3.00, 3.00, 3.00,2021-05-04
TERUNG PANJANG / PEPARU (TANAH RENDAH), F.A.Q, KILOGRAM, 6.00, 6.00, 6.00,2021-05-04
TIMUN HIJAU , F.A.Q, KILOGRAM, 3.00, 3.00, 3.00,2021-05-04
TOMATO (TANAH TINGGI), F.A.Q, KILOGRAM, 2.00, 2.00, 2.00,2021-05-04
UBI KENTANG HOLLAND, F.A.Q, KILOGRAM, 4.00, 4.00, 4.00,2021-05-04
Pusat : KUALA TERENGGANU, TERENGGANU],,,,,2021-05-04
Nama Varieti, Gred, Unit, Harga],,,2021-05-04
Tinggi, Purata, Rendah],,,,2021-05-04
AYAM PROSES STANDARD, F.A.Q, KILOGRAM, 7.90, 7.90, 7.90,2021-05-04
AYAM PROSES SUPER, F.A.Q, KILOGRAM, 8.70, 8.70, 8.70,2021-05-04
BAWANG BESAR KUNING / HOLLAND, F.A.Q, KILOGRAM, 4.50, 4.00, 4.00,2021-05-04
BAWANG BESAR MERAH (INDIA), F.A.Q, KILOGRAM, 4.50, 3.50, 3.50,2021-05-04
BAWANG MERAH / KECIL (INDIA), F.A.Q, KILOGRAM, 5.00, 5.00, 4.00,2021-05-04
BAWANG PUTIH (CHINA), F.A.Q, KILOGRAM, 9.00, 8.00, 8.00,2021-05-04
BAYAM , F.A.Q, KILOGRAM, 6.00, 5.00, 5.00,2021-05-04
BETIK SEKAKI, F.A.Q, KILOGRAM, 5.00, 4.00, 4.00,2021-05-04
BUNGA KANTAN, F.A.Q, TANGKAI, 2.50, 2.00, 2.00,2021-05-04
CILI MERAH KULAI / KULAI HIBRID, F.A.Q, KILOGRAM, 5.00, 5.00, 5.00,2021-05-04
DAUN BAWANG, F.A.Q, KILOGRAM, 17.00, 17.00, 16.00,2021-05-04
DAUN SUP (TANAH TINGGI), F.A.Q, KILOGRAM, 10.00, 8.00, 8.00,2021-05-04
KACANG BENDI, F.A.Q, KILOGRAM, 7.00, 6.00, 6.00,2021-05-04
KACANG BUNCIS, F.A.Q, KILOGRAM, 10.00, 9.00, 9.00,2021-05-04
KACANG PANJANG HIJAU, F.A.Q, KILOGRAM, 5.00, 4.00, 4.00,2021-05-04
KANGKUNG, F.A.Q, KILOGRAM, 4.00, 3.00, 3.00,2021-05-04
KELAPA DIKUPAS, BESAR, BIJI, 3.00, 2.80, 2.80,2021-05-04
KELAPA DIKUPAS, KECIL, BIJI, 2.00, 2.00, 1.80,2021-05-04
KELAPA DIKUPAS, SEDANG, BIJI, 2.50, 2.50, 2.30,2021-05-04
KELAPA PARUT, F.A.Q, KILOGRAM, 8.00, 7.50, 7.50,2021-05-04
KETOLA / PETOLA SEGI, F.A.Q, KILOGRAM, 5.00, 4.00, 4.00,2021-05-04
KUBIS BULAT (CHINA), F.A.Q, KILOGRAM, 4.00, 3.00, 3.00,2021-05-04
KUBIS BULAT (TANAH TINGGI), F.A.Q, KILOGRAM, 4.00, 4.00, 3.00,2021-05-04
PISANG BERANGAN, F.A.Q, KILOGRAM, 5.00, 5.00, 4.00,2021-05-04
PISANG MAS, F.A.Q, KILOGRAM, 5.50, 5.50, 5.00,2021-05-04
SANTAN BIASA, F.A.Q, KILOGRAM, 11.00, 10.00, 10.00,2021-05-04
SAWI HIJAU, F.A.Q, KILOGRAM, 6.00, 5.00, 5.00,2021-05-04
TELUR AYAM, A, BIJI, .36, .36, .36,2021-05-04
TELUR AYAM, B, BIJI, .35, .35, .35,2021-05-04
TELUR AYAM, C, BIJI, .34, .34, .34,2021-05-04
TEMBIKAI MERAH TANPA BIJI, F.A.Q, KILOGRAM, 2.50, 2.00, 2.00,2021-05-04
TERUNG PANJANG / PEPARU (TANAH RENDAH), F.A.Q, KILOGRAM, 5.00, 4.00, 4.00,2021-05-04
TIMUN HIJAU , F.A.Q, KILOGRAM, 4.00, 3.00, 3.00,2021-05-04
TOMATO (TANAH TINGGI), F.A.Q, KILOGRAM, 4.00, 3.00, 3.00,2021-05-04
UBI KENTANG HOLLAND, F.A.Q, KILOGRAM, 3.50, 3.00, 3.00,2021-05-04
Pusat : KOTA KINABALU, SABAH],,,,,2021-05-04
Nama Varieti, Gred, Unit, Harga],,,2021-05-04
Tinggi, Purata, Rendah],,,,2021-05-04
AYAM PROSES STANDARD, F.A.Q, KILOGRAM, 10.50, 10.00, 10.00,2021-05-04
AYAM PROSES SUPER, F.A.Q, KILOGRAM, 12.50, 12.00, 12.00,2021-05-04
BAWANG BESAR KUNING / HOLLAND, F.A.Q, KILOGRAM, 5.00, 5.00, 4.50,2021-05-04
BAWANG BESAR MERAH (IMPORT), F.A.Q, KILOGRAM, 5.00, 5.00, 4.50,2021-05-04
BAWANG BESAR MERAH (INDIA), F.A.Q, KILOGRAM, 5.00, 4.50, 4.00,2021-05-04
BAWANG MERAH / KECIL (IMPORT), F.A.Q, KILOGRAM, 9.00, 9.00, 8.00,2021-05-04
BAWANG MERAH / KECIL (INDIA), F.A.Q, KILOGRAM, 9.00, 8.00, 8.00,2021-05-04
BAWANG MERAH / KECIL (THAI), F.A.Q, KILOGRAM, 8.00, 7.00, 7.00,2021-05-04
BAWANG MERAH ROSE, F.A.Q, KILOGRAM, 10.00, 10.00, 9.50,2021-05-04
BAWANG PUTIH (CHINA), F.A.Q, KILOGRAM, 8.00, 8.00, 7.00,2021-05-04
BAYAM , F.A.Q, KILOGRAM, 3.00, 3.00, 2.60,2021-05-04
BUNGA KANTAN, F.A.Q, TANGKAI, 3.00, 3.00, 2.80,2021-05-04
CILI HIJAU, F.A.Q, KILOGRAM, 15.00, 15.00, 14.00,2021-05-04
